driver,trip,Average_speed,Average_ABS_Acceleration,Average_RPM,Variance_speed,Variance_ABS_Acceleration,Variance_RPM,v_a,v_b,v_c,v_d,a_a,a_b,a_c,r_a,r_b,r_c,Catrgory
41031400972,12,13,0.112252,1575.552632,30.544022,0.044891,120464.4639,0.14659,0.061658,0.446713,0.345039,0.766027,0.203757,0.030216,0.066149,0.878726,0.055125,cluster1
41031400972,13,10,0.077666,1416.173469,60.748345,0.009358,280360.9696,0.339107,0.123063,0.214221,0.32361,0.759951,0.227287,0.012762,0.296566,0.590094,0.113339,cluster1
41031400972,14,8,0.139343,1357.44186,24.459877,0.030682,192267.6334,0.441586,0.203644,0.35477,0,0.659164,0.296356,0.04448,0.34298,0.65702,0,cluster2
41031400972,15,5,0.186171,1164.646154,20.581894,0.129697,163683.1072,0.602432,0.202058,0.19551,0,0.698784,0.256782,0.044434,0.376988,0.589804,0.033209,cluster2
41031400972,16,8,0.11221,1372.218487,53.713144,0.022446,248909.6468,0.444076,0.148876,0.224719,0.182329,0.579162,0.339122,0.081716,0.349081,0.531665,0.119254,cluster1
41031400972,17,7,0.154189,1315.931373,36.476526,0.09823,246543.7675,0.405666,0.30403,0.163843,0.12646,0.614486,0.324182,0.061332,0.359521,0.55111,0.089369,cluster2
41031400972,18,5,0.127392,1171.942857,14.227245,0.037516,181821.7938,0.434204,0.455296,0.1105,0,0.577258,0.387437,0.035305,0.47868,0.475928,0.045392,cluster2
41031400972,19,11,0.17649,1619.947368,86.151051,0.168411,396077.7671,0.304509,0.23516,0.158105,0.302226,0.764269,0.205765,0.029966,0.249715,0.452911,0.297374,cluster1
41031400972,20,3,0.092132,1134.272727,9.868126,0.012834,105919.0182,0.687117,0.312883,0,0,0.739264,0.208589,0.052147,0.478528,0.521472,0,cluster2
41031400972,21,2,0.172101,1117,11.149691,0.002206,6050,1,0,0,0,0,1,0,0,1,0,cluster2
41031400972,22,13,0.177086,1565.316667,52.264477,0.201423,258433.4955,0.175726,0.252343,0.207357,0.364574,0.704545,0.264761,0.030694,0.202905,0.580366,0.216729,cluster1
41031400972,23,6,0.178057,1234.303571,25.475364,0.04135,179945.5244,0.379526,0.243183,0.377291,0,0.579794,0.323648,0.096558,0.291015,0.671435,0.03755,cluster2
41031400972,24,4,0.178032,1067.288462,26.965992,0.32931,156251.8171,0.563848,0.257143,0.179009,0,0.630321,0.321866,0.047813,0.53586,0.423324,0.040816,cluster2
41031400972,25,5,0.140566,1174.329268,21.691381,0.025709,172873.4581,0.502257,0.323928,0.128668,0.045147,0.512415,0.406321,0.081264,0.464259,0.497366,0.038375,cluster2
41031400972,26,5,0.181157,1165.490566,18.421592,0.099302,189812.6778,0.461645,0.477819,0.060536,0,0.697782,0.267098,0.03512,0.250924,0.729205,0.019871,cluster2
41031400972,27,5,0.389756,1369.333333,27.689901,0.296874,563441.5,0.655405,0.344595,0,0,0.716216,0,0.283784,0.722973,0.128378,0.148649,cluster0
41031400972,28,5,0.166203,1066,17.552878,0.031016,122780,0.413662,0.457306,0.129032,0,0.459203,0.390892,0.149905,0.413662,0.586338,0,cluster2
41031400972,29,7,0.238624,1255.16,27.492576,0.324686,258259.8389,0.456764,0.266267,0.276969,0,0.464469,0.37286,0.162671,0.413527,0.505137,0.081336,cluster2
41031400972,30,5,0.169581,1188.68323,24.641875,0.147912,155582.1428,0.487881,0.335843,0.163606,0.01267,0.692068,0.237973,0.06996,0.376056,0.604113,0.019831,cluster2
41031400972,31,8,0.271358,1341.684211,38.420438,0.088325,280206.9246,0.323553,0.263283,0.294211,0.118953,0.31245,0.382236,0.305313,0.375099,0.542427,0.082474,cluster1
41031400972,32,6,0.262814,1205.732143,24.512561,0.392119,180174.3451,0.34894,0.281912,0.369147,0,0.653031,0.282405,0.064564,0.356826,0.625431,0.017743,cluster2
41031400972,33,5,0.08861,1248.375,9.215168,0.007035,96189.98214,0.558333,0.441667,0,0,0.558333,0.441667,0,0.229167,0.770833,0,cluster2
41031400972,34,5,0.465231,1123.545455,13.3656,0.294866,116677.4727,0.467925,0.532075,0,0,0.124528,0.716981,0.158491,0.332075,0.667925,0,cluster2
41031400972,35,6,0.154246,1321,7.334456,0.047723,251539.8,0.32853,0.67147,0,0,0.573487,0.412104,0.014409,0.351585,0.550432,0.097983,cluster2
41031400972,36,5,0.095542,1151.717105,25.096548,0.015358,183489.2903,0.605187,0.244049,0.119025,0.03174,0.691504,0.270176,0.03832,0.479388,0.488678,0.031933,cluster2
41031400972,37,10,0.090951,1465.236111,33.184431,0.019786,201493.4787,0.21883,0.307888,0.34648,0.126802,0.718405,0.28117,0.000424,0.197625,0.666243,0.136132,cluster1
41031400972,38,15,0.157524,1805.340909,99.620476,0.20734,494746.0434,0.20537,0.150279,0.114365,0.529986,0.561715,0.435146,0.003138,0.177476,0.347978,0.474547,cluster1
41031400972,39,14,0.176593,1722.134021,101.106365,0.071126,547592.5339,0.26849,0.13207,0.182411,0.417029,0.581106,0.337477,0.081417,0.226538,0.389062,0.3844,cluster1
41031400972,40,4,0.143658,1050.583333,32.578385,0.082811,251804.8786,0.569727,0.122635,0.268395,0.039243,0.641205,0.315347,0.043448,0.74562,0.203224,0.051156,cluster0
41031400972,41,5,0.206976,1151.935484,26.002499,0.188366,306682.5147,0.648339,0.235021,0.081097,0.035543,0.683592,0.261134,0.055273,0.634267,0.292326,0.073408,cluster0
41031400972,42,3,0.621672,1132.708333,14.502678,5.131661,168675.5199,0.816254,0.182568,0.001178,0,0.892815,0.080094,0.027091,0.640754,0.355713,0.003534,cluster0
41031400972,44,4,0.111424,1175.68,16.999228,0.01178,276226.31,0.755689,0.120958,0.123353,0,0.608383,0.268263,0.123353,0.432335,0.526946,0.040719,cluster2
41031400972,45,4,0.179543,1032.882353,11.682439,0.036499,183312.7353,0.635747,0.28733,0.076923,0,0.443439,0.515837,0.040724,0.701357,0.298643,0,cluster2
41031400972,46,9,0.087321,1354.655172,45.475045,0.016016,208689.1379,0.363893,0.210847,0.236404,0.188856,0.723477,0.25899,0.017533,0.305201,0.646062,0.048737,cluster1
41031400972,47,15,0.105241,1633.758242,43.799443,0.055261,175372.8298,0.107021,0.117246,0.235855,0.539877,0.798909,0.172461,0.02863,0.117928,0.650648,0.231425,cluster1
41031400972,48,9,0.495637,1383.086957,17.588933,0.478368,189066.9012,0.205433,0.327674,0.466893,0,0.550085,0.383701,0.066214,0.297114,0.604414,0.098472,cluster1
41031400972,49,8,0.142433,1302.552632,26.494734,0.029987,155063.6639,0.270751,0.369565,0.359684,0,0.557312,0.32253,0.120158,0.309486,0.664032,0.026482,cluster1
41031400972,50,6,0.160135,1141.413793,19.220572,0.019337,150683.9661,0.498658,0.337627,0.163714,0,0.360709,0.531938,0.107354,0.45518,0.54482,0,cluster2
41031400972,51,1,0.039273,871.625,12.251984,0.008338,74302.26786,0.756757,0.243243,0,0,0.876448,0.123552,0,0.756757,0.243243,0,cluster0
41031400972,52,3,0.355304,1058.555556,4.361711,0.139303,123839.7778,0.596273,0.403727,0,0,0.850932,0.055901,0.093168,0.329193,0.670807,0,cluster2
41031400972,53,3,0.139129,983.777778,10.534551,0.007402,130825.9444,0.641844,0.358156,0,0,0.333333,0.666667,0,0.641844,0.358156,0,cluster2
41031400972,54,13,0.085192,1624.204819,75.058432,0.006883,350842.4819,0.260078,0.111666,0.175169,0.453086,0.647521,0.32822,0.02426,0.24224,0.400285,0.357474,cluster1
41031400972,56,8,2.002315,1250.833333,104.981996,5.854285,243250.1667,0.666667,0.125,0,0.208333,0.5,0,0.5,0.666667,0.333333,0,cluster1
41031400973,1,2,0.335097,1300,5.349794,0.101714,97993,1,0,0,0,0.285714,0,0.714286,0.285714,0.714286,0,cluster2
41031400973,3,9,0.493464,1266.1875,60.34324,0.9735,183535.6411,0.365881,0.071829,0.332211,0.230079,0.526375,0.207632,0.265993,0.294052,0.631874,0.074074,cluster1
41031400973,4,7,0.241653,1362.52381,34.844944,0.15257,209164.6619,0.40796,0.379768,0.106136,0.106136,0.40796,0.424544,0.167496,0.301824,0.590381,0.107794,cluster2
41031400973,5,7,0.210298,1264.850467,42.206368,0.045054,211574.2982,0.526258,0.136214,0.26012,0.077407,0.476204,0.286652,0.237144,0.385394,0.563457,0.051149,cluster2
41031400973,6,6,0.146309,1255.410714,28.376799,0.031504,106826.101,0.422387,0.263451,0.293754,0.020408,0.471861,0.392084,0.136054,0.261596,0.718615,0.01979,cluster2
41031400973,7,8,0.158941,1274.546667,41.379574,0.038863,114593.4944,0.356586,0.182842,0.363518,0.097054,0.504333,0.376516,0.119151,0.232236,0.753899,0.013865,cluster1
41031400973,8,6,0.198803,1186.698276,35.072325,0.118717,146578.056,0.514023,0.152728,0.309536,0.023712,0.528557,0.288118,0.183325,0.306986,0.668027,0.024987,cluster2
41031400973,9,8,0.17846,1248.825,44.477641,0.056876,159993.7158,0.427375,0.186749,0.317073,0.068802,0.508191,0.268293,0.223517,0.338551,0.62541,0.036039,cluster1
41031400973,10,9,0.17172,1315.84127,29.507311,0.026855,102711.0712,0.22268,0.362887,0.347423,0.06701,0.435052,0.429897,0.135052,0.118557,0.847938,0.033505,cluster1
41031400973,11,3,0.216189,1001.029412,19.682819,0.255793,173639.6409,0.701195,0.113767,0.185038,0,0.76494,0.191678,0.043382,0.526339,0.471005,0.002656,cluster0
41031400973,12,8,0.149791,1319.636364,35.434243,0.026695,183077.2542,0.352494,0.245127,0.359762,0.042616,0.529237,0.349191,0.121573,0.213413,0.718203,0.068385,cluster1
41031400973,13,17,0.095186,1542.405063,56.652382,0.033434,102326.7313,0.100989,0.051937,0.118714,0.728359,0.783594,0.120775,0.095631,0.083265,0.890354,0.026381,cluster1
41031400973,14,10,0.116427,1290,59.277204,0.032175,124065.8095,0.326878,0.153369,0.145624,0.374129,0.697909,0.271108,0.030984,0.221534,0.778466,0,cluster1
41031400973,15,7,0.381586,1176.148148,44.499767,3.968218,207657.6758,0.546636,0.186079,0.163341,0.103944,0.665429,0.284919,0.049652,0.490951,0.4942,0.014849,cluster2
41031400973,16,0,0,737.833333,0,0,2192.56667,1,0,0,0,1,0,0,1,0,0,cluster0
41031400973,18,1,0.085373,915.529412,6.743033,0.009192,181937.3897,0.902903,0.097097,0,0,0.805806,0.194194,0,0.870871,0.129129,0,cluster0
41031400973,19,19,0.10888,1632.118644,48.009051,0.026156,69126.25931,0.049491,0.071213,0.062414,0.816882,0.675007,0.268078,0.056915,0.02997,0.94501,0.025021,cluster1
41031400973,20,20,0.072963,1637.626168,55.215415,0.049109,78145.02874,0.083158,0.067547,0.039928,0.809367,0.829481,0.139298,0.031222,0.054638,0.935455,0.009907,cluster1
41031400973,21,8,0.185878,1271.564103,42.551186,0.044622,204622.4049,0.375,0.21875,0.366132,0.040118,0.501689,0.242821,0.25549,0.298142,0.621199,0.080659,cluster1
41031400973,22,9,0.152579,1354.486486,35.259803,0.026924,171565.2121,0.283448,0.225557,0.408662,0.082333,0.463979,0.386792,0.149228,0.205403,0.725129,0.069468,cluster1
41031400973,23,8,0.178586,1313.107692,41.814051,0.038083,199315.2226,0.284858,0.35932,0.226887,0.128936,0.50025,0.298851,0.2009,0.201399,0.672164,0.126437,cluster1
41031400973,24,7,0.170434,1252.919192,42.533772,0.023136,206241.3812,0.446188,0.207559,0.243754,0.102498,0.481102,0.275785,0.243113,0.307816,0.606662,0.085522,cluster1
41031400973,25,9,0.314186,1362.041667,43.135961,1.022874,242358.7447,0.300178,0.245763,0.29884,0.155219,0.436218,0.341213,0.222569,0.229706,0.686887,0.083408,cluster1
41031400973,26,8,0.138179,1265.266667,39.714659,0.024743,147888.4144,0.36911,0.181501,0.379581,0.069808,0.53534,0.32199,0.14267,0.233421,0.724695,0.041885,cluster1
41031400973,27,8,0.191165,1281.871429,43.394055,0.021222,167540.8093,0.338129,0.201888,0.315647,0.144335,0.351619,0.415468,0.232914,0.277428,0.692446,0.030126,cluster1
41031400973,28,7,0.160797,1206.534483,39.541034,0.049891,186113.9379,0.510715,0.243222,0.129873,0.116189,0.586367,0.306481,0.107152,0.376452,0.564162,0.059385,cluster2
41031400973,29,8,0.248192,1351.915493,42.012631,0.301973,251146.8785,0.315385,0.286325,0.288462,0.109829,0.398718,0.447436,0.153846,0.261966,0.630342,0.107692,cluster1
41031400973,30,7,0.314457,1290.245763,34.649393,0.741919,179889.3493,0.460428,0.211497,0.241979,0.086096,0.446791,0.340642,0.212567,0.31123,0.615241,0.073529,cluster2
41031400973,31,9,0.145114,1320.082569,72.443387,0.027105,174055.1876,0.422629,0.141361,0.202152,0.233857,0.56719,0.275451,0.157359,0.263816,0.723095,0.013089,cluster1
41031400973,32,5,0.101058,1094.9,21.954733,0.010569,108836.1621,0.607762,0.312964,0.079273,0,0.736581,0.23782,0.025599,0.59455,0.40545,0,cluster2
41031400973,33,8,0.17603,1264.842593,51.109806,0.127509,170801.76,0.480074,0.197396,0.22848,0.094049,0.618757,0.273645,0.107598,0.398778,0.576249,0.024973,cluster1
41031400973,34,8,0.206979,1329.916667,30.888521,0.115543,130756.4739,0.432397,0.257902,0.25439,0.055312,0.593064,0.285996,0.120939,0.312994,0.658911,0.028095,cluster2
41031400973,35,7,0.153045,1271.127273,43.756339,0.027247,106641.5946,0.44438,0.167439,0.258401,0.12978,0.584589,0.21321,0.202202,0.242758,0.720162,0.03708,cluster1
41031400973,36,7,0.20457,1344.52381,38.739345,0.064602,193993.2619,0.300623,0.450156,0.099688,0.149533,0.476636,0.299065,0.224299,0.300623,0.498442,0.200935,cluster1
41031400973,37,9,0.168543,1341.217391,43.545982,0.019682,153243.202,0.328691,0.194986,0.360724,0.115599,0.405757,0.402043,0.192201,0.253018,0.672238,0.074745,cluster1
41031400973,38,7,0.126534,1260.970874,35.314932,0.016643,136356.6364,0.469238,0.184252,0.309213,0.037297,0.560089,0.329296,0.110615,0.301243,0.657635,0.041122,cluster2
41031400973,39,15,0.123268,1476.57037,65.845908,0.019961,120983.3663,0.138618,0.100753,0.223871,0.536758,0.58791,0.269486,0.142604,0.106732,0.856289,0.03698,cluster1
41031400973,40,16,0.098665,1519.460526,61.744626,0.016886,108591.164,0.112729,0.089026,0.191489,0.606756,0.68589,0.230683,0.083427,0.076521,0.866555,0.056924,cluster1
41031400973,41,8,0.182129,1303.525,41.544773,0.048936,190375.2905,0.382293,0.198694,0.353325,0.065687,0.485924,0.337821,0.176255,0.288046,0.659731,0.052224,cluster1
41031400973,42,8,0.194428,1340.629213,33.489408,0.112664,160420.5087,0.383076,0.215153,0.317153,0.084618,0.460151,0.38898,0.150869,0.236471,0.722532,0.040997,cluster1
41031400973,43,11,0.127519,1348.261261,78.386568,0.035754,187991.6129,0.411856,0.115979,0.156959,0.315206,0.691237,0.215206,0.093557,0.301804,0.689691,0.008505,cluster1
41031400973,44,14,0.103348,1440.164557,66.282317,0.045435,143991.2931,0.279601,0.120899,0.198288,0.401213,0.758916,0.208631,0.032454,0.243581,0.745364,0.011056,cluster1
41031400973,45,2,0.333419,1099.714286,6.815844,0.249477,204307.9048,0.726316,0.273684,0,0,0.668421,0.273684,0.057895,0.384211,0.615789,0,cluster2
41031400973,46,8,0.214882,1247.480769,40.949086,0.477973,183030.4851,0.457518,0.161822,0.295975,0.084684,0.607881,0.274734,0.117384,0.405813,0.567356,0.026831,cluster1
41031400973,47,8,0.113638,1284,38.8096,0.011456,121751.9726,0.359522,0.227583,0.34415,0.068745,0.619556,0.268147,0.112297,0.211358,0.774979,0.013664,cluster1
41031400973,48,9,0.188649,1314.5,44.91635,0.042233,168521.3284,0.295821,0.18661,0.360874,0.156695,0.470085,0.284425,0.245489,0.230769,0.707028,0.062203,cluster1
41031400973,49,7,0.148798,1309.744898,44.756658,0.022375,186728.0477,0.423979,0.215686,0.261009,0.099325,0.494053,0.343298,0.162649,0.284153,0.633237,0.08261,cluster1
41031400973,50,9,0.217943,1276.855072,53.035637,0.039794,173037.9199,0.332539,0.208194,0.274416,0.18485,0.377799,0.343497,0.278704,0.281563,0.703192,0.015245,cluster1
41031400973,51,6,0.300956,1343.230769,26.685304,0.407269,193291.0646,0.613101,0.183214,0.203685,0,0.657114,0.239509,0.103378,0.373593,0.559877,0.06653,cluster2
41031400973,52,7,0.145144,1280.545455,32.418685,0.07085,199936.5726,0.458621,0.264138,0.243793,0.033448,0.648966,0.29931,0.051724,0.364138,0.593448,0.042414,cluster2
41031400973,53,3,0.126218,1283.125,4.409171,0.02689,105135.8393,0.793548,0.206452,0,0,0.741935,0.232258,0.025806,0.032258,0.967742,0,cluster2
41031400973,54,8,0.213647,1269.07,43.769882,0.205696,186128.3688,0.399873,0.2149,0.283668,0.10156,0.396371,0.441261,0.162369,0.307227,0.631646,0.061127,cluster1
41031400973,55,8,0.137151,1325.246575,43.800706,0.030863,196785.355,0.377866,0.210317,0.268078,0.143739,0.574956,0.271605,0.153439,0.247795,0.638007,0.114198,cluster1
41031400973,56,8,0.189905,1268.111111,46.418497,0.068711,176127.734,0.369118,0.136592,0.362266,0.132024,0.523527,0.225217,0.251256,0.262677,0.704431,0.032892,cluster1
41031400973,57,5,0.229408,1279.545455,13.121493,0.077354,173070.0727,0.477941,0.404412,0.117647,0,0.430147,0.415441,0.154412,0.327206,0.551471,0.121324,cluster2
41031400973,58,3,0.204898,1081.176471,12.733751,0.159033,55518.65441,0.678337,0.321663,0,0,0.673961,0.310722,0.015317,0.527352,0.472648,0,cluster2
41031400973,59,9,0.153391,1374.028169,44.152259,0.020661,178554.1706,0.329029,0.225289,0.359751,0.085931,0.451024,0.349065,0.199911,0.213713,0.671861,0.114426,cluster1
41031400973,60,9,0.213716,1267.426667,49.546157,0.078127,191207.4641,0.426052,0.119439,0.320641,0.133868,0.531062,0.243287,0.225651,0.341082,0.623246,0.035671,cluster1
41031400973,61,11,0.140787,1430.611111,70.810551,0.033791,195702.7819,0.265169,0.233081,0.222287,0.279463,0.522754,0.376896,0.10035,0.196908,0.718495,0.084597,cluster1
41031400973,62,7,0.293517,1254.409091,25.203757,0.235095,309019.8723,0.328571,0.630952,0.040476,0,0.838095,0.147619,0.014286,0.265079,0.709524,0.025397,cluster2
41031400973,63,0,0.011644,805.583333,0.201085,0.000322,2005.17424,1,0,0,0,1,0,0,1,0,0,cluster0
41031400973,64,4,0.080372,1170.603774,16.426282,0.008991,199380.09,0.675748,0.28953,0.034722,0,0.803953,0.19391,0.002137,0.455128,0.527778,0.017094,cluster2
41031400973,65,7,0.081487,1324.259259,27.564387,0.012288,204459.0259,0.324022,0.402235,0.253259,0.020484,0.743017,0.216015,0.040968,0.261328,0.638113,0.100559,cluster2
41031400973,66,9,0.430969,1391.901639,20.898646,1.216613,153369.0568,0.299791,0.269552,0.42805,0.002607,0.677789,0.279979,0.042231,0.231491,0.717935,0.050574,cluster1
41031400973,67,13,0.120026,1480.695652,56.639585,0.054348,151954.009,0.254252,0.157436,0.197122,0.391191,0.722634,0.244222,0.033144,0.204536,0.723942,0.071522,cluster1
41031400973,68,7,0.217358,1211.252747,46.502585,0.076557,239119.0799,0.516391,0.135995,0.26777,0.079844,0.549497,0.257059,0.193444,0.426809,0.500162,0.073028,cluster2
41031400973,69,7,0.140235,1287.403846,46.344406,0.020689,185746.8645,0.504015,0.144225,0.271773,0.079988,0.52903,0.315318,0.155652,0.343113,0.599135,0.057752,cluster1
41031400973,70,7,0.169105,1216.716049,45.201641,0.028498,137574.4309,0.415775,0.256441,0.189457,0.138327,0.429647,0.413,0.157352,0.267935,0.707095,0.02497,cluster1
41031400973,71,7,0.138056,1254.396552,30.746311,0.035819,122144.4849,0.365982,0.311598,0.304661,0.017758,0.588513,0.276915,0.134573,0.228635,0.744451,0.026915,cluster1
41031400973,72,9,0.200408,1257.625,40.530367,0.055506,117573.127,0.289753,0.170621,0.457345,0.082282,0.510853,0.259465,0.229682,0.198385,0.769813,0.031802,cluster1
41031400973,73,6,0.16387,1231.326316,37.032509,0.023568,210164.3073,0.479961,0.217518,0.2702,0.032321,0.46574,0.337104,0.197156,0.365223,0.542017,0.09276,cluster2
41031400987,1,1,0.040066,662.166667,6.648663,0.004005,66765.10145,0.916667,0.083333,0,0,0.830729,0.169271,0,0.916667,0.083333,0,cluster0
41031400987,2,0,0,602.926407,0,0,161.77282,1,0,0,0,1,0,0,1,0,0,cluster0
41031400987,4,2,0.055512,873.909091,14.121773,0.006203,142638.2909,0.798742,0.201258,0,0,0.691824,0.308176,0,0.591195,0.408805,0,cluster0
41031400987,5,9,0.274579,1172.764706,82.384644,0.145182,316144.4884,0.471967,0.098879,0.16106,0.268094,0.482161,0.248726,0.269113,0.482161,0.432212,0.085627,cluster1
41031400987,6,6,0.111389,1089.558621,41.062967,0.024865,180246.8038,0.527561,0.182049,0.211616,0.078775,0.704329,0.223231,0.072439,0.434847,0.552482,0.012672,cluster2
41031400987,7,1,0.057509,767.533333,10.105009,0.004972,80877.63678,0.859521,0.140479,0,0,0.698231,0.301769,0,0.759625,0.240375,0,cluster0
41031400987,8,12,0.180274,1295.810127,52.433598,0.207036,188625.643,0.168971,0.22235,0.213902,0.394777,0.608295,0.325653,0.066052,0.182028,0.793395,0.024578,cluster1
41031400987,9,7,0.161065,1067.040816,46.394978,0.018054,185577.1233,0.484904,0.215034,0.200246,0.099815,0.469501,0.350585,0.179914,0.514479,0.485521,0,cluster2
41031400987,10,5,0.084653,995.66,35.395849,0.006946,154334.1473,0.636469,0.140796,0.166763,0.055972,0.692441,0.272937,0.034622,0.484709,0.515291,0,cluster2
41031400987,11,8,0.193984,1105.525424,60.301625,0.148757,175853.8054,0.476025,0.150202,0.13056,0.243212,0.684575,0.265742,0.049682,0.383593,0.616407,0,cluster1
41031400987,12,8,0.278186,1089.825,48.220315,0.385671,143360.2475,0.397754,0.20488,0.234314,0.163052,0.550736,0.333462,0.115802,0.338497,0.661503,0,cluster1
41031400987,13,2,0.062274,784.765432,35.113339,0.029294,138802.0481,0.802222,0.056052,0.083504,0.058223,0.824055,0.112998,0.062947,0.78192,0.206588,0.011491,cluster0
41031400987,14,2,0.082797,842.660714,11.423761,0.01525,126450.8828,0.85044,0.112023,0.037537,0,0.73783,0.18651,0.07566,0.698534,0.301466,0,cluster0
41031400987,15,6,0.228711,997.979592,35.633188,0.303069,158661.0621,0.479833,0.1363,0.383866,0,0.538943,0.280946,0.180111,0.417942,0.582058,0,cluster2
41031400987,16,8,0.249538,1156.92,50.250167,0.302041,159822.2908,0.417563,0.160842,0.233871,0.187724,0.539875,0.336022,0.124104,0.37052,0.62948,0,cluster1
41031400987,17,3,0.371404,870.368421,16.351707,0.748047,115639.0234,0.743689,0.192233,0.064078,0,0.543689,0.378641,0.07767,0.617476,0.382524,0,cluster0
41031400987,18,6,0.131635,1028.328358,43.396548,0.022778,218307.4966,0.634562,0.122473,0.166865,0.0761,0.662703,0.216805,0.120491,0.56956,0.406262,0.024178,cluster2
41031400987,19,3,0.192371,897.638889,14.387615,0.129406,116099.0373,0.722538,0.217803,0.059659,0,0.644886,0.331439,0.023674,0.691288,0.308712,0,cluster0
41031400987,20,4,0.320368,969.071429,14.188039,0.456767,135656.9577,0.577004,0.422996,0,0,0.600211,0.320675,0.079114,0.630802,0.369198,0,cluster2
41031400987,21,5,0.419719,988.592593,36.662288,2.219355,191999.0007,0.64,0.211343,0.071045,0.077612,0.56,0.337313,0.102687,0.601791,0.385672,0.012537,cluster2
41031400987,22,2,0.104699,811.183544,18.757347,0.04483,134037.7559,0.840879,0.107927,0.033238,0.017956,0.693219,0.255396,0.051385,0.751289,0.242216,0.006495,cluster0
41031400987,23,0,0,602.664063,0,0,29.48468,1,0,0,0,1,0,0,1,0,0,cluster0
41031400987,24,2,0.096006,784.966258,23.646471,0.091013,122836.2604,0.790221,0.103971,0.08339,0.022418,0.758817,0.190357,0.050826,0.759687,0.234419,0.005894,cluster0
41031400987,25,2,0.093834,773.944444,13.542171,0.009134,53814.1732,0.761506,0.171548,0.066946,0,0.546025,0.387029,0.066946,0.763598,0.236402,0,cluster0
41031400987,26,3,0.159146,887.2,16.881092,0.089616,205111.4316,0.765343,0.176895,0.057762,0,0.509025,0.422383,0.068592,0.649819,0.350181,0,cluster0
41031400987,27,5,0.168801,1015.9,49.756267,0.066108,302361.7245,0.6875,0.139547,0.103448,0.069504,0.642241,0.264547,0.093211,0.651401,0.295797,0.052802,cluster0
41031400987,28,3,0.128626,830.577465,26.258663,0.151667,128208.3332,0.708108,0.135967,0.102703,0.053222,0.680665,0.266528,0.052807,0.690229,0.309771,0,cluster0
41031400987,29,6,0.249225,1095.592593,34.805318,0.293872,259941.7892,0.369757,0.216336,0.379691,0.034216,0.596026,0.247241,0.156733,0.375276,0.56181,0.062914,cluster2
41031400987,30,3,0.097165,966.214286,16.745099,0.011809,164057.1044,0.570248,0.429752,0,0,0.407713,0.534435,0.057851,0.396694,0.603306,0,cluster2
41031400987,31,4,0.104957,953.857143,13.110501,0.01786,140583.5165,0.48731,0.51269,0,0,0.784264,0.187817,0.027919,0.431472,0.568528,0,cluster2
41031400987,32,9,0.342824,1286.321429,51.738765,0.497966,346951.9299,0.332924,0.063882,0.523342,0.079853,0.480344,0.296069,0.223587,0.2543,0.588452,0.157248,cluster1
41031400987,33,2,0.10312,835.533333,19.896384,0.017927,140157.2667,0.796976,0.136069,0.066955,0,0.641469,0.151188,0.207343,0.781857,0.151188,0.066955,cluster0
41031400987,34,2,0.109888,915.541667,18.670603,0.018324,234967.4764,0.784777,0.086614,0.128609,0,0.664042,0.165354,0.170604,0.665354,0.291339,0.043307,cluster0
41031400987,35,6,0.174703,1051.837607,57.351066,0.138175,248204.6717,0.618698,0.150747,0.079807,0.150747,0.609577,0.290347,0.100076,0.555612,0.410438,0.03395,cluster2
41031400987,36,0,0,604.625,0,0,29.69643,1,0,0,0,1,0,0,1,0,0,cluster0
41031400987,37,1,0.813636,780.142857,7.245738,1.951334,257965.4762,0.940299,0.059701,0,0,0.930348,0.059701,0.00995,0.935323,0.064677,0,cluster0
